id,area,date,start_time,end_time,duration_minutes,reason,voltage_level,reported_by,is_planned
2218,Habsiguda,2023-09-15,13:30,14:21,51,Scheduled Maintenance,33kV,Consumer Call,1
2219,Jubilee Hills,2024-05-30,14:45,22:42,477,Equipment Upgrade,11kV,Telangana DISCOM App,1
2220,Moula Ali,2023-07-21,19:15,20:32,77,Network Expansion,11kV,TSECL Website,1
2221,Quthbullapur,2023-08-10,02:45,05:36,171,Line Fault,33kV,TSECL Website,0
2222,Sanath Nagar,2024-02-14,13:00,20:45,465,Network Expansion,11kV,TSECL Website,1
2223,Punjagutta,2024-02-15,17:30,21:37,247,Scheduled Maintenance,33kV,Telangana DISCOM App,1
2224,Serilingampally,2024-02-09,19:45,01:43,358,Network Expansion,11kV,Telangana DISCOM App,1
2225,Banjara Hills,2023-08-02,12:30,18:59,389,Scheduled Maintenance,11kV,Telangana DISCOM App,1
2226,Hitech City,2023-12-16,11:00,12:01,61,Grid Overload,11kV,Telangana DISCOM App,0
2227,Madhapur,2024-06-26,22:45,03:48,303,Load Shedding,11kV,Telangana DISCOM App,0
2228,Charminar,2023-10-04,08:30,11:34,184,Network Expansion,11kV,Telangana DISCOM App,1
2229,Shamshabad,2024-03-23,17:15,22:20,305,Equipment Upgrade,33kV,Telangana DISCOM App,1
2230,Punjagutta,2023-10-13,09:45,10:37,52,Network Expansion,11kV,Social Media,1
2231,Dilsukhnagar,2023-12-26,16:00,16:51,51,Transformer Failure,11kV,Telangana DISCOM App,0
2232,KPHB,2024-01-11,15:15,22:07,412,Network Expansion,132kV,Consumer Call,1
2233,Shamshabad,2023-09-02,22:45,00:28,103,Weather Damage,11kV,TSECL Website,0
2234,Chandanagar,2023-11-28,22:15,02:35,260,Grid Overload,11kV,Telangana DISCOM App,0
2235,Bolarum,2024-04-06,15:45,18:47,182,Load Shedding,11kV,Telangana DISCOM App,0
2236,Kondapur,2024-02-19,08:30,09:03,33,Network Expansion,11kV,Telangana DISCOM App,1
2237,Abids,2023-12-18,10:30,11:22,52,Scheduled Maintenance,33kV,Telangana DISCOM App,1
2238,Kondapur,2024-02-29,09:15,13:18,243,Line Fault,11kV,Consumer Call,0
2239,Quthbullapur,2023-09-20,06:00,08:01,121,Grid Overload,11kV,Telangana DISCOM App,0
2240,KPHB,2023-10-15,13:30,17:51,261,Weather Damage,11kV,Telangana DISCOM App,0
2241,Serilingampally,2024-04-28,10:30,12:29,119,Network Expansion,11kV,TSECL Website,1
2242,Lingampally,2024-04-07,14:45,15:20,35,Network Expansion,11kV,Social Media,1
2243,Yapral,2024-02-18,21:15,01:03,228,Line Fault,11kV,Telangana DISCOM App,0
2244,Lingampally,2023-09-13,02:00,05:19,199,Transformer Failure,11kV,Telangana DISCOM App,0
2245,LB Nagar,2024-06-15,13:30,18:39,309,Equipment Upgrade,132kV,Telangana DISCOM App,1
2246,As Rao Nagar,2023-08-25,16:00,18:12,132,Transformer Failure,11kV,TSECL Website,0
2247,Dilsukhnagar,2023-08-31,19:30,02:53,443,Scheduled Maintenance,11kV,TSECL Website,1
2248,Dilsukhnagar,2024-03-20,10:00,10:41,41,Line Fault,11kV,Telangana DISCOM App,0
2249,Vidyanagar,2023-10-01,09:45,10:24,39,Weather Damage,11kV,TSECL Website,0
2250,Kondapur,2023-08-12,09:15,13:22,247,Load Shedding,33kV,Consumer Call,0
2251,Dilsukhnagar,2023-07-28,20:45,02:09,324,Line Fault,11kV,Telangana DISCOM App,0
2252,Boduppal,2024-02-14,16:45,17:26,41,Equipment Upgrade,11kV,TSECL Website,1
2253,Gandipet,2024-01-21,16:15,22:13,358,Equipment Upgrade,11kV,Telangana DISCOM App,1
2254,Boduppal,2024-05-14,10:15,15:04,289,Scheduled Maintenance,11kV,Telangana DISCOM App,1
2255,Kothapet,2024-02-18,10:30,15:46,316,Network Expansion,132kV,Telangana DISCOM App,1
2256,Moula Ali,2023-08-17,19:15,21:37,142,Weather Damage,33kV,TSECL Website,0
2257,Himayatnagar,2023-07-17,19:45,01:55,370,Network Expansion,33kV,Telangana DISCOM App,1
2258,Kothapet,2024-02-25,19:15,22:59,224,Line Fault,11kV,Social Media,0
2259,Shamshabad,2023-09-04,09:15,10:30,75,Network Expansion,11kV,Telangana DISCOM App,1
2260,KPHB,2024-06-04,18:15,00:05,350,Network Expansion,11kV,Telangana DISCOM App,1
2261,Patancheru,2023-09-14,16:00,21:37,337,Network Expansion,11kV,Telangana DISCOM App,1
2262,Sanath Nagar,2023-09-11,20:15,00:45,270,Transformer Failure,132kV,Consumer Call,0
2263,Habsiguda,2024-02-01,10:00,15:50,350,Equipment Upgrade,11kV,Consumer Call,1
2264,Yapral,2023-10-28,18:45,23:37,292,Grid Overload,11kV,Telangana DISCOM App,0
2265,Gandipet,2024-02-06,09:45,17:37,472,Network Expansion,11kV,Telangana DISCOM App,1
2266,Tarnaka,2024-05-21,07:00,08:33,93,Line Fault,11kV,TSECL Website,0
2267,Madhapur,2023-09-12,12:00,18:04,364,Network Expansion,11kV,TSECL Website,1
2268,Kothapet,2024-01-05,06:45,10:38,233,Line Fault,33kV,Telangana DISCOM App,0
2269,Uppal,2023-11-07,16:30,22:12,342,Scheduled Maintenance,33kV,Telangana DISCOM App,1
2270,Shamirpet,2024-03-27,09:15,11:35,140,Network Expansion,33kV,Social Media,1
2271,Malkajgiri,2024-04-20,11:45,19:27,462,Equipment Upgrade,11kV,TSECL Website,1
2272,Vanasthalipuram,2024-01-29,08:00,13:57,357,Network Expansion,11kV,Consumer Call,1
2273,Begumpet,2024-01-02,11:15,16:46,331,Network Expansion,11kV,Telangana DISCOM App,1
2274,Banjara Hills,2024-04-02,09:00,13:54,294,Grid Overload,33kV,Telangana DISCOM App,0
2275,Serilingampally,2023-07-27,08:00,09:29,89,Line Fault,11kV,Consumer Call,0
2276,Dilsukhnagar,2023-10-08,18:30,00:59,389,Network Expansion,33kV,Consumer Call,1
2277,Quthbullapur,2024-02-17,20:30,23:30,180,Weather Damage,33kV,TSECL Website,0
2278,Rajendra Nagar,2024-02-13,16:30,18:00,90,Equipment Upgrade,11kV,TSECL Website,1
2279,Gandipet,2023-12-28,20:30,22:43,133,Grid Overload,33kV,Telangana DISCOM App,0
2280,Jubilee Hills,2023-09-06,08:30,11:25,175,Network Expansion,11kV,Consumer Call,1
2281,Gachibowli,2023-12-12,12:30,15:08,158,Grid Overload,132kV,TSECL Website,0
2282,Habsiguda,2024-04-27,17:15,20:47,212,Scheduled Maintenance,11kV,Social Media,1
2283,KPHB,2023-07-01,06:30,11:36,306,Load Shedding,11kV,Social Media,0
2284,Golconda,2024-01-27,08:00,13:33,333,Weather Damage,11kV,Telangana DISCOM App,0
2285,Madhapur,2024-03-28,14:00,16:04,124,Equipment Upgrade,33kV,TSECL Website,1
2286,Golconda,2023-09-21,12:00,15:38,218,Weather Damage,11kV,TSECL Website,0
2287,Vanasthalipuram,2024-05-07,19:45,00:48,303,Equipment Upgrade,33kV,Telangana DISCOM App,1
2288,Tarnaka,2023-08-14,12:30,17:22,292,Equipment Upgrade,33kV,Telangana DISCOM App,1
2289,Secunderabad,2023-11-28,10:00,14:38,278,Network Expansion,11kV,Telangana DISCOM App,1
2290,Zahirabad,2024-03-08,07:00,10:10,190,Grid Overload,11kV,TSECL Website,0
2291,Kothapet,2024-02-27,07:45,11:50,245,Transformer Failure,33kV,Telangana DISCOM App,0
2292,Shamirpet,2023-11-08,09:30,15:40,370,Scheduled Maintenance,11kV,Consumer Call,1
2293,Zahirabad,2023-09-02,14:45,20:00,315,Line Fault,11kV,TSECL Website,0
2294,Alwal,2024-04-01,16:00,18:51,171,Network Expansion,33kV,Telangana DISCOM App,1
2295,Kondapur,2024-02-11,21:30,23:02,92,Weather Damage,132kV,Social Media,0
2296,Nampally,2024-06-28,21:15,02:06,291,Transformer Failure,11kV,Consumer Call,0
2297,Quthbullapur,2023-09-14,19:30,02:53,443,Equipment Upgrade,11kV,Telangana DISCOM App,1
2298,As Rao Nagar,2024-02-18,19:15,20:26,71,Load Shedding,33kV,TSECL Website,0
2299,Khairatabad,2023-11-16,09:00,16:15,435,Equipment Upgrade,11kV,Telangana DISCOM App,1
2300,Manikonda,2023-11-01,18:30,19:46,76,Grid Overload,11kV,Consumer Call,0
2301,Nampally,2023-07-02,08:45,09:48,63,Grid Overload,11kV,Telangana DISCOM App,0
2302,Abids,2023-07-14,13:45,14:27,42,Scheduled Maintenance,11kV,TSECL Website,1
2303,Kondapur,2023-09-12,08:30,11:00,150,Scheduled Maintenance,33kV,Consumer Call,1
2304,Boduppal,2023-07-24,16:15,20:41,266,Equipment Upgrade,33kV,Telangana DISCOM App,1
2305,Manikonda,2024-04-18,05:45,09:33,228,Line Fault,11kV,Telangana DISCOM App,0
2306,Tarnaka,2024-05-10,17:00,18:54,114,Equipment Upgrade,33kV,TSECL Website,1
2307,Yapral,2024-05-05,15:45,18:20,155,Network Expansion,11kV,Telangana DISCOM App,1
2308,Serilingampally,2024-04-11,02:45,04:26,101,Weather Damage,33kV,Consumer Call,0
2309,Begumpet,2024-04-28,19:45,22:04,139,Equipment Upgrade,11kV,Telangana DISCOM App,1
2310,Zahirabad,2024-03-19,13:00,15:14,134,Load Shedding,11kV,Telangana DISCOM App,0
2311,Banjara Hills,2023-09-24,16:00,23:57,477,Equipment Upgrade,33kV,TSECL Website,1
2312,Kukatpally,2023-12-04,22:45,04:25,340,Weather Damage,11kV,TSECL Website,0
2313,Nallagandla,2023-10-22,00:45,01:48,63,Grid Overload,11kV,Telangana DISCOM App,0
2314,Vanasthalipuram,2024-04-20,13:30,20:53,443,Equipment Upgrade,33kV,Telangana DISCOM App,1
2315,Gandipet,2024-04-13,10:15,15:14,299,Scheduled Maintenance,11kV,Consumer Call,1
2316,Madhapur,2024-05-04,08:30,09:05,35,Weather Damage,11kV,TSECL Website,0
2317,Patancheru,2023-10-26,04:15,09:45,330,Transformer Failure,11kV,Telangana DISCOM App,0
2318,Shamshabad,2024-06-06,19:15,20:28,73,Weather Damage,11kV,Consumer Call,0
2319,Rajendra Nagar,2024-03-17,09:45,15:51,366,Equipment Upgrade,33kV,Social Media,1
2320,KPHB,2023-12-11,17:45,22:28,283,Scheduled Maintenance,11kV,TSECL Website,1
2321,Nallagandla,2023-08-27,16:30,21:38,308,Network Expansion,11kV,Telangana DISCOM App,1
2322,Yapral,2024-02-06,09:00,11:29,149,Network Expansion,11kV,TSECL Website,1
2323,Alwal,2023-07-19,09:45,15:53,368,Equipment Upgrade,33kV,Social Media,1
2324,Alwal,2023-08-18,12:45,17:34,289,Load Shedding,132kV,Social Media,0
2325,Shamshabad,2024-03-07,21:15,03:01,346,Transformer Failure,33kV,TSECL Website,0
2326,Abids,2023-07-21,10:15,15:10,295,Line Fault,11kV,Consumer Call,0
2327,Golconda,2023-08-13,08:15,12:25,250,Grid Overload,11kV,TSECL Website,0
2328,Uppal,2023-08-09,08:30,16:28,478,Equipment Upgrade,11kV,Consumer Call,1
2329,Zahirabad,2023-08-19,17:45,19:18,93,Scheduled Maintenance,11kV,Telangana DISCOM App,1
2330,Dilsukhnagar,2023-12-29,15:45,22:30,405,Equipment Upgrade,33kV,Telangana DISCOM App,1
2331,Bowenpally,2024-03-01,13:00,15:25,145,Line Fault,11kV,Telangana DISCOM App,0
2332,Tarnaka,2023-11-16,10:00,16:56,416,Equipment Upgrade,11kV,TSECL Website,1
2333,Yapral,2023-09-09,19:00,01:57,417,Scheduled Maintenance,11kV,Consumer Call,1
2334,Vidyanagar,2024-02-24,16:30,21:03,273,Equipment Upgrade,11kV,TSECL Website,1
2335,Abids,2024-05-31,15:45,19:23,218,Scheduled Maintenance,33kV,TSECL Website,1
2336,Boduppal,2023-11-20,15:15,17:24,129,Scheduled Maintenance,132kV,Social Media,1
2337,Serilingampally,2024-03-29,12:45,18:02,317,Transformer Failure,132kV,Telangana DISCOM App,0
2338,Abids,2023-07-03,08:00,09:01,61,Grid Overload,11kV,Telangana DISCOM App,0
2339,Punjagutta,2024-03-27,13:00,20:50,470,Scheduled Maintenance,11kV,Telangana DISCOM App,1
2340,Vidyanagar,2023-10-09,00:45,05:40,295,Weather Damage,33kV,TSECL Website,0
2341,Habsiguda,2024-06-03,10:15,17:55,460,Network Expansion,11kV,TSECL Website,1
2342,Kondapur,2024-04-08,00:15,03:30,195,Grid Overload,132kV,TSECL Website,0
2343,Patancheru,2023-09-28,09:00,13:33,273,Equipment Upgrade,33kV,Telangana DISCOM App,1
2344,Begumpet,2023-11-30,19:15,22:46,211,Network Expansion,11kV,TSECL Website,1
2345,Zahirabad,2024-03-29,17:30,18:33,63,Network Expansion,132kV,TSECL Website,1
2346,KPHB,2023-10-14,09:15,13:45,270,Equipment Upgrade,11kV,Telangana DISCOM App,1
2347,Lingampally,2024-01-24,15:00,16:21,81,Network Expansion,33kV,TSECL Website,1
2348,Kondapur,2023-07-03,11:30,14:40,190,Equipment Upgrade,11kV,Telangana DISCOM App,1
2349,KPHB,2024-04-29,19:15,23:22,247,Scheduled Maintenance,33kV,Telangana DISCOM App,1
2350,Khairatabad,2024-02-24,18:15,20:52,157,Network Expansion,11kV,Telangana DISCOM App,1
2351,Serilingampally,2024-03-25,09:15,16:27,432,Scheduled Maintenance,33kV,TSECL Website,1
2352,Serilingampally,2024-01-20,23:15,03:31,256,Weather Damage,11kV,TSECL Website,0
2353,Vidyanagar,2024-02-26,17:15,00:21,426,Equipment Upgrade,11kV,TSECL Website,1
2354,Zahirabad,2023-08-18,12:30,14:28,118,Network Expansion,11kV,TSECL Website,1
2355,Nallagandla,2024-02-16,19:15,00:39,324,Line Fault,33kV,Social Media,0
2356,Dilsukhnagar,2023-12-26,19:00,00:59,359,Network Expansion,33kV,Telangana DISCOM App,1
2357,Shamshabad,2023-11-17,08:00,14:00,360,Network Expansion,11kV,TSECL Website,1
2358,Ameerpet,2023-10-15,06:15,06:47,32,Line Fault,33kV,Consumer Call,0
2359,Vidyanagar,2023-11-11,17:45,00:08,383,Equipment Upgrade,33kV,Consumer Call,1
2360,Madhapur,2023-08-28,13:00,18:22,322,Equipment Upgrade,11kV,Telangana DISCOM App,1
2361,Alwal,2024-03-19,22:30,02:48,258,Grid Overload,11kV,Telangana DISCOM App,0
2362,Kondapur,2024-02-12,10:15,14:09,234,Equipment Upgrade,11kV,TSECL Website,1
2363,Manikonda,2024-06-14,09:45,10:58,73,Transformer Failure,11kV,Telangana DISCOM App,0
2364,Alwal,2024-06-15,16:15,19:11,176,Scheduled Maintenance,33kV,Consumer Call,1
2365,Bowenpally,2023-12-18,17:00,00:43,463,Equipment Upgrade,11kV,TSECL Website,1
2366,As Rao Nagar,2024-04-07,11:45,15:57,252,Network Expansion,33kV,TSECL Website,1
2367,Manikonda,2023-11-24,00:30,04:57,267,Weather Damage,33kV,Consumer Call,0
2368,Vidyanagar,2024-01-09,02:15,07:10,295,Weather Damage,11kV,Telangana DISCOM App,0
2369,Rajendra Nagar,2023-12-04,18:00,19:49,109,Network Expansion,33kV,Telangana DISCOM App,1
2370,LB Nagar,2023-08-30,13:15,19:10,355,Scheduled Maintenance,11kV,TSECL Website,1
2371,Serilingampally,2023-10-31,16:00,19:16,196,Equipment Upgrade,132kV,Consumer Call,1
2372,Bowenpally,2023-07-09,16:00,17:00,60,Equipment Upgrade,33kV,Telangana DISCOM App,1
2373,Nampally,2023-11-19,10:15,15:21,306,Load Shedding,11kV,TSECL Website,0
2374,Vidyanagar,2023-09-29,16:45,20:17,212,Weather Damage,132kV,TSECL Website,0
2375,Himayatnagar,2023-08-02,17:00,21:25,265,Scheduled Maintenance,11kV,Telangana DISCOM App,1
2376,Shamirpet,2024-01-06,17:00,17:32,32,Equipment Upgrade,33kV,Social Media,1
2377,KPHB,2023-11-19,19:00,22:27,207,Scheduled Maintenance,11kV,TSECL Website,1
2378,Vidyanagar,2024-01-01,19:45,21:33,108,Load Shedding,33kV,Telangana DISCOM App,0
2379,Habsiguda,2024-01-20,10:30,14:23,233,Scheduled Maintenance,11kV,Consumer Call,1
2380,Vidyanagar,2023-11-18,11:30,19:03,453,Scheduled Maintenance,11kV,Telangana DISCOM App,1
2381,Raidurg,2024-04-24,16:30,17:50,80,Equipment Upgrade,33kV,Consumer Call,1
2382,Yapral,2024-02-07,19:45,21:38,113,Scheduled Maintenance,33kV,TSECL Website,1
2383,Kothapet,2024-03-19,01:30,07:08,338,Line Fault,11kV,Consumer Call,0
2384,Shamirpet,2023-09-15,08:15,10:45,150,Network Expansion,11kV,TSECL Website,1
2385,Golconda,2024-02-26,13:00,19:46,406,Equipment Upgrade,132kV,TSECL Website,1
2386,Abids,2024-03-20,19:15,23:39,264,Network Expansion,11kV,TSECL Website,1
2387,Moula Ali,2023-09-20,08:30,09:11,41,Equipment Upgrade,33kV,Telangana DISCOM App,1
2388,Banjara Hills,2024-05-31,17:00,21:56,296,Scheduled Maintenance,11kV,Telangana DISCOM App,1
2389,Gachibowli,2023-08-26,18:45,19:37,52,Equipment Upgrade,11kV,Telangana DISCOM App,1
2390,Gachibowli,2024-01-06,18:30,20:31,121,Grid Overload,11kV,Telangana DISCOM App,0
2391,Hitech City,2024-05-25,01:15,06:33,318,Line Fault,11kV,Telangana DISCOM App,0
2392,Uppal,2023-08-11,21:15,22:50,95,Load Shedding,33kV,Telangana DISCOM App,0
2393,Alwal,2023-12-27,18:45,23:56,311,Equipment Upgrade,33kV,Telangana DISCOM App,1
2394,Habsiguda,2023-10-09,10:30,12:27,117,Line Fault,11kV,Consumer Call,0
2395,Shamirpet,2024-04-16,08:45,15:13,388,Network Expansion,11kV,TSECL Website,1
2396,Alwal,2024-01-01,14:00,16:47,167,Network Expansion,11kV,Consumer Call,1
2397,Dilsukhnagar,2024-04-29,09:45,12:28,163,Line Fault,132kV,Telangana DISCOM App,0
2398,Khairatabad,2023-07-11,16:45,21:31,286,Grid Overload,11kV,Telangana DISCOM App,0
2399,Zahirabad,2024-03-31,10:30,16:50,380,Scheduled Maintenance,33kV,Telangana DISCOM App,1
2400,Bowenpally,2023-11-17,10:30,15:26,296,Grid Overload,11kV,TSECL Website,0
2401,LB Nagar,2023-09-04,22:45,00:47,122,Transformer Failure,11kV,Telangana DISCOM App,0
2402,Moula Ali,2024-05-03,12:30,13:25,55,Equipment Upgrade,33kV,Consumer Call,1
2403,Patancheru,2023-08-14,05:15,07:38,143,Transformer Failure,11kV,TSECL Website,0
2404,Shamirpet,2024-05-17,19:45,00:36,291,Network Expansion,11kV,TSECL Website,1
2405,Dilsukhnagar,2024-02-15,23:30,01:28,118,Load Shedding,11kV,Telangana DISCOM App,0
2406,Secunderabad,2023-10-02,13:30,14:01,31,Equipment Upgrade,33kV,TSECL Website,1
2407,Tarnaka,2023-11-24,09:00,10:57,117,Grid Overload,11kV,Social Media,0
2408,Manikonda,2024-05-06,12:15,16:45,270,Transformer Failure,11kV,Telangana DISCOM App,0
2409,Bowenpally,2024-03-19,03:00,06:09,189,Weather Damage,11kV,Telangana DISCOM App,0
2410,Sanath Nagar,2024-01-14,11:00,16:42,342,Equipment Upgrade,132kV,Telangana DISCOM App,1
2411,Moula Ali,2024-03-17,16:00,19:12,192,Load Shedding,11kV,TSECL Website,0
2412,Tarnaka,2023-10-28,15:00,19:56,296,Weather Damage,33kV,Telangana DISCOM App,0
2413,Chandanagar,2023-08-28,21:45,23:05,80,Transformer Failure,33kV,Telangana DISCOM App,0
2414,Kondapur,2024-02-11,17:45,21:23,218,Scheduled Maintenance,11kV,Telangana DISCOM App,1
2415,Himayatnagar,2024-02-21,13:15,19:33,378,Network Expansion,132kV,Consumer Call,1
2416,Charminar,2024-01-11,14:00,14:38,38,Network Expansion,11kV,Consumer Call,1
2417,KPHB,2024-02-05,18:15,00:57,402,Equipment Upgrade,33kV,TSECL Website,1
2418,Gachibowli,2023-09-14,08:00,13:13,313,Weather Damage,132kV,TSECL Website,0
2419,Quthbullapur,2024-01-15,22:15,00:52,157,Weather Damage,11kV,Telangana DISCOM App,0
2420,Shamirpet,2024-04-08,14:30,18:37,247,Grid Overload,11kV,TSECL Website,0
2421,Madhapur,2023-09-28,08:00,10:12,132,Scheduled Maintenance,11kV,TSECL Website,1
2422,Kondapur,2023-08-14,14:00,15:09,69,Scheduled Maintenance,11kV,Telangana DISCOM App,1
2423,Secunderabad,2024-05-12,08:45,13:34,289,Equipment Upgrade,11kV,Telangana DISCOM App,1
2424,Kondapur,2024-06-11,15:15,18:50,215,Network Expansion,11kV,Consumer Call,1
2425,Tolichowki,2024-01-06,10:00,14:08,248,Network Expansion,33kV,TSECL Website,1
2426,Madhapur,2023-08-07,19:15,19:56,41,Scheduled Maintenance,11kV,TSECL Website,1
2427,LB Nagar,2024-06-21,15:45,19:20,215,Network Expansion,33kV,Telangana DISCOM App,1
2428,Alwal,2024-01-28,11:15,14:49,214,Equipment Upgrade,11kV,Consumer Call,1
2429,Alwal,2023-10-02,18:00,01:58,478,Equipment Upgrade,11kV,Telangana DISCOM App,1
2430,Jubilee Hills,2024-01-05,18:45,02:33,468,Network Expansion,11kV,Social Media,1
2431,Tolichowki,2024-03-19,09:15,11:09,114,Network Expansion,11kV,Social Media,1
2432,Bowenpally,2024-03-20,16:15,17:37,82,Scheduled Maintenance,11kV,TSECL Website,1
2433,Quthbullapur,2024-04-10,23:00,00:23,83,Transformer Failure,11kV,TSECL Website,0
2434,Lingampally,2023-08-15,18:30,20:33,123,Scheduled Maintenance,11kV,TSECL Website,1
2435,Dilsukhnagar,2024-06-05,14:30,17:08,158,Network Expansion,33kV,Consumer Call,1
2436,Zahirabad,2023-09-19,09:00,14:30,330,Scheduled Maintenance,33kV,Telangana DISCOM App,1
2437,Punjagutta,2023-07-27,16:30,18:24,114,Scheduled Maintenance,33kV,Telangana DISCOM App,1
2438,Nallagandla,2024-04-21,10:45,14:06,201,Transformer Failure,11kV,Telangana DISCOM App,0
2439,Nampally,2023-09-11,19:30,22:23,173,Scheduled Maintenance,11kV,Telangana DISCOM App,1
2440,Punjagutta,2024-01-10,05:15,11:11,356,Grid Overload,11kV,Social Media,0
2441,Gandipet,2024-06-13,16:00,20:38,278,Network Expansion,11kV,TSECL Website,1
2442,Kukatpally,2023-08-20,08:45,10:22,97,Load Shedding,33kV,Telangana DISCOM App,0
2443,Lingampally,2024-04-02,19:30,22:48,198,Network Expansion,11kV,Telangana DISCOM App,1
2444,Manikonda,2023-10-03,15:45,16:40,55,Transformer Failure,33kV,Consumer Call,0
2445,Malkajgiri,2023-09-11,03:00,05:00,120,Grid Overload,132kV,TSECL Website,0
2446,Gachibowli,2023-12-06,18:00,19:56,116,Network Expansion,11kV,Telangana DISCOM App,1
2447,Banjara Hills,2024-02-13,11:15,15:59,284,Network Expansion,11kV,TSECL Website,1
2448,Uppal,2024-04-29,03:00,07:18,258,Transformer Failure,33kV,Consumer Call,0
2449,Malkajgiri,2023-12-15,05:30,09:20,230,Weather Damage,33kV,Consumer Call,0
2450,Yapral,2023-08-08,16:15,17:16,61,Transformer Failure,11kV,Consumer Call,0
2451,Kondapur,2024-04-30,19:15,01:11,356,Weather Damage,11kV,TSECL Website,0
2452,Zahirabad,2023-11-30,22:15,22:44,29,Transformer Failure,11kV,Social Media,0
2453,Begumpet,2024-05-27,10:15,12:12,117,Equipment Upgrade,33kV,Consumer Call,1
2454,Habsiguda,2023-08-11,19:15,20:00,45,Transformer Failure,11kV,TSECL Website,0
2455,LB Nagar,2023-08-08,10:15,12:39,144,Network Expansion,11kV,Telangana DISCOM App,1
2456,Gandipet,2024-04-19,02:00,05:11,191,Transformer Failure,11kV,Telangana DISCOM App,0
2457,Nallagandla,2024-04-16,10:00,17:41,461,Equipment Upgrade,11kV,Telangana DISCOM App,1
2458,Vanasthalipuram,2023-12-11,16:45,18:52,127,Network Expansion,132kV,Telangana DISCOM App,1
2459,Punjagutta,2024-03-15,09:15,12:57,222,Network Expansion,132kV,Telangana DISCOM App,1
2460,Lingampally,2024-01-14,18:45,22:05,200,Network Expansion,11kV,Telangana DISCOM App,1
2461,Shamshabad,2024-05-18,19:00,02:02,422,Equipment Upgrade,33kV,TSECL Website,1
2462,Rajendra Nagar,2024-06-18,08:00,11:08,188,Network Expansion,132kV,Consumer Call,1
2463,Golconda,2024-03-09,09:30,16:15,405,Equipment Upgrade,11kV,TSECL Website,1
2464,Banjara Hills,2024-05-04,13:00,18:59,359,Network Expansion,11kV,TSECL Website,1
2465,Rajendra Nagar,2024-03-17,14:30,20:18,348,Network Expansion,11kV,Telangana DISCOM App,1
2466,Charminar,2023-12-21,14:30,15:11,41,Scheduled Maintenance,33kV,TSECL Website,1
2467,Alwal,2024-04-08,13:30,19:45,375,Equipment Upgrade,33kV,Social Media,1
2468,Patancheru,2024-02-15,16:45,23:26,401,Scheduled Maintenance,33kV,Consumer Call,1
